CCCM_IDP_Site_Code,Region,District,IDP_Site,Latitude,Longitude
CCCM-2023-SO220116-0391,Banadir,Mogadishu Dayniile,Deeq Darajo - Suhayb,2.0832205,45.256286
CCCM-2023-SO220116-0215,Banadir,Mogadishu Dayniile,Deeq Rabi 1 - Kulan,2.0734689,45.2522095
CCCM-2023-SO220116-0926,Banadir,Mogadishu Dayniile,Deeqa Luul,2.091518,45.286284
CCCM-2023-SO220116-1011,Banadir,Mogadishu Dayniile,Deeqn Barwaqo - Dek Barwaqo,2.096463,45.286037
CCCM-2023-SO220116-1080,Banadir,Mogadishu Dayniile,Degan Bille - Sool,2.098189,45.291759
CCCM-2023-SO220116-0927,Banadir,Mogadishu Dayniile,Dhagacad - Shukri,2.085584,45.287162
CCCM-2023-SO220116-0393,Banadir,Mogadishu Dayniile,Dhagax Weyn - Dhagax Weyn,2.0827505,45.2524892
CCCM-2023-SO220116-0394,Banadir,Mogadishu Dayniile,Dhagax Weyn - Fadhi Wanaag,2.0824645,45.253272
CCCM-2023-SO220116-0395,Banadir,Mogadishu Dayniile,Dhagax Weyn - Istar,2.0828017,45.252549
CCCM-2023-SO220116-0396,Banadir,Mogadishu Dayniile,Dhagax Weyn - Yaaq Bari Weyne,2.0825841,45.2525495
CCCM-2023-SO220116-1012,Banadir,Mogadishu Dayniile,Dhalacadeey - Mizgo,2.090162,45.284152
CCCM-2023-SO220116-1013,Banadir,Mogadishu Dayniile,Dhalacadeey - Najmo,2.089849,45.284491
CCCM-2023-SO220116-0545,Banadir,Mogadishu Dayniile,Dhanyale - Qali,2.064599,45.264941
CCCM-2023-SO220116-0030,Banadir,Mogadishu Dayniile,Dharga - Khaafir,2.0766323,45.2260857
CCCM-2023-SO220116-0031,Banadir,Mogadishu Dayniile,Dharga - Korkaamar,2.0759352,45.2261556
CCCM-2023-SO220116-0032,Banadir,Mogadishu Dayniile,Dharga - Sarman,2.0785089,45.2274011
CCCM-2023-SO220116-0033,Banadir,Mogadishu Dayniile,Dharga - Tukaarey,2.0765744,45.2260172
CCCM-2023-SO220116-0784,Banadir,Mogadishu Dayniile,Dhibane - Adan Ade,2.062846,45.280074
CCCM-2023-SO220116-0785,Banadir,Mogadishu Dayniile,Dhibane - Anfac2,2.062949,45.280408
CCCM-2023-SO220116-0786,Banadir,Mogadishu Dayniile,Dhibane - Bahane,2.063445,45.280423
CCCM-2023-SO220116-0788,Banadir,Mogadishu Dayniile,Dhibane - Liban,2.06324,45.280438
CCCM-2023-SO220116-0546,Banadir,Mogadishu Dayniile,Dhiblaawe - Qali,2.064599,45.264941
CCCM-2023-SO220116-1014,Banadir,Mogadishu Dayniile,Dhiin Garas - Bokcaqab,2.094428,45.284078
CCCM-2023-SO220116-1015,Banadir,Mogadishu Dayniile,Dhiin Garas - Heeybo,2.0957152,45.2820932
CCCM-2023-SO220116-0146,Banadir,Mogadishu Dayniile,Dhiiqoley - Awbore,2.072202,45.244193
CCCM-2023-SO220116-0216,Banadir,Mogadishu Dayniile,Dhimris - Bandarqali,2.0759102,45.2519923
CCCM-2023-SO220116-0217,Banadir,Mogadishu Dayniile,Dhimris - Ciga,2.076263,45.2525291
CCCM-2023-SO220116-0218,Banadir,Mogadishu Dayniile,Dhimris - Degbarwaq,2.0713981,45.2509642
CCCM-2023-SO220116-0219,Banadir,Mogadishu Dayniile,Dhimris - Dhimris,2.0765641,45.2527162
CCCM-2023-SO220116-0220,Banadir,Mogadishu Dayniile,Dhimris - Filibiin,2.075985,45.2525848
CCCM-2023-SO220116-0951,Banadir,Mogadishu Dayniile,Dira Barwaqo - Ciir Iyo Caad,2.0841517,45.27861
CCCM-2023-SO220116-0952,Banadir,Mogadishu Dayniile,Dira Barwaqo - Daaru Duniya,2.0839333,45.2796367
CCCM-2023-SO220116-0672,Banadir,Mogadishu Dayniile,Dira Barwaqo - Libaan,2.0773697,45.2842828
CCCM-2023-SO220116-0953,Banadir,Mogadishu Dayniile,Dira Barwaqo - Soomar,2.0841524,45.278652
CCCM-2023-SO220116-0609,Banadir,Mogadishu Dayniile,Diris Uron - Bula Majin,2.081434,45.2742981
CCCM-2023-SO220116-0397,Banadir,Mogadishu Dayniile,Diyaarsan - Hirdoogle,2.0873415,45.2518685
CCCM-2023-SO220116-1016,Banadir,Mogadishu Dayniile,Dolcad2 - Cadleef,2.090447,45.284447
CCCM-2023-SO220116-0147,Banadir,Mogadishu Dayniile,Doogle - Booco Yarey,2.0710919,45.2344912
CCCM-2023-SO220116-0954,Banadir,Mogadishu Dayniile,Doon Malayko,2.0971669,45.2781247
CCCM-2023-SO220116-0673,Banadir,Mogadishu Dayniile,Duco - Al Musbaax2,2.073357,45.283868
CCCM-2023-SO220116-0674,Banadir,Mogadishu Dayniile,Duco - Al Mustaqiin,2.073618,45.283592
CCCM-2023-SO220116-0676,Banadir,Mogadishu Dayniile,Duco - Manabolio1,2.073574,45.283371
CCCM-2023-SO220116-0610,Banadir,Mogadishu Dayniile,Duco-Waalid - Al-Xakiim,2.076712,45.271567
CCCM-2023-SO220116-0611,Banadir,Mogadishu Dayniile,Duco-Waalid - Caalami,2.076564,45.271816
CCCM-2023-SO220116-0612,Banadir,Mogadishu Dayniile,Duco-Waalid - Caanadoon,2.076634,45.271692
CCCM-2023-SO220116-0613,Banadir,Mogadishu Dayniile,Duco-Waalid - Ceelbaraf,2.076867,45.271816
CCCM-2023-SO220116-0789,Banadir,Mogadishu Dayniile,Duco-Waalid - Ciiltire 3,2.068802,45.277941
CCCM-2023-SO220116-0614,Banadir,Mogadishu Dayniile,Duco-Waalid - Duco,2.076777,45.271735
CCCM-2023-SO220116-0615,Banadir,Mogadishu Dayniile,Duco-Waalid - Murbax,2.076455,45.271758
CCCM-2023-SO220116-0616,Banadir,Mogadishu Dayniile,Duco-Waalid - Ruunnirgood,2.076586,45.271787
CCCM-2023-SO220116-0617,Banadir,Mogadishu Dayniile,Duco-Waalid - Xarago-Jaceel,2.076779,45.271756
CCCM-2023-SO220116-0618,Banadir,Mogadishu Dayniile,Duco-Waalid - Xaruur,2.076747,45.271764
CCCM-2023-SO220116-0619,Banadir,Mogadishu Dayniile,Duco-Waalid - Xijaar,2.076789,45.27176
CCCM-2023-SO220116-0957,Banadir,Mogadishu Dayniile,Dugaal,2.097471,45.276274
CCCM-2023-SO220116-0149,Banadir,Mogadishu Dayniile,Dulmidiid - Nasrudiin,2.0718316,45.2328638
CCCM-2023-SO220116-0473,Banadir,Mogadishu Dayniile,Durdur - Buulo Sidow,2.071835,45.256217
CCCM-2023-SO220116-0474,Banadir,Mogadishu Dayniile,Durdur - Buulo Siidow,2.0712427,45.2564156
CCCM-2023-SO220116-0475,Banadir,Mogadishu Dayniile,Durdur - Godadle,2.071802,45.256232
CCCM-2023-SO220116-0476,Banadir,Mogadishu Dayniile,Durdur - Gododle,2.0723608,45.2564667
CCCM-2023-SO220116-0477,Banadir,Mogadishu Dayniile,Durdur - Qosliyaaal,2.0722375,45.2558366
CCCM-2023-SO220116-0478,Banadir,Mogadishu Dayniile,Durdur - Qoyslayaal,2.071635,45.255934
CCCM-2023-SO220116-0479,Banadir,Mogadishu Dayniile,Durdur - Rakaale,2.071802,45.256232
CCCM-2023-SO220116-0480,Banadir,Mogadishu Dayniile,Durdur - Rakaale,2.0719278,45.2561214
CCCM-2023-SO220116-0481,Banadir,Mogadishu Dayniile,Durdur - Tala Wadaag,2.071707,45.256125
CCCM-2023-SO220116-0482,Banadir,Mogadishu Dayniile,Durdur - Talo Wanaag,2.0722254,45.2563097
CCCM-2023-SO220116-0677,Banadir,Mogadishu Dayniile,Duurjiif,2.075693,45.286548
CCCM-2023-SO220116-0035,Banadir,Mogadishu Dayniile,Eyle - Bilan,2.0725185,45.2313595
CCCM-2023-SO220116-0036,Banadir,Mogadishu Dayniile,Eyle - Nuuro,2.0730944,45.2321725
CCCM-2023-SO220116-0930,Banadir,Mogadishu Dayniile,Fadhiweyn - Fadhiweyn,2.080204,45.284983
CCCM-2023-SO220116-0849,Banadir,Mogadishu Dayniile,Fadli - Yaqdhere,2.0924698,45.2935682
CCCM-2023-SO220116-1081,Banadir,Mogadishu Dayniile,Fanoole - Ashqaraar,2.1015697,45.2904039
CCCM-2023-SO220116-1082,Banadir,Mogadishu Dayniile,Fanoole - Baatiq,2.1015621,45.2907553
CCCM-2023-SO220116-1083,Banadir,Mogadishu Dayniile,Fanoole - Fanoole,2.101025,45.2904711
CCCM-2023-SO220116-1086,Banadir,Mogadishu Dayniile,Fanoole - Xiindheere,2.1010347,45.2904782
CCCM-2023-SO220116-0222,Banadir,Mogadishu Dayniile,Farey - Ceel Buur 2,2.0702183,45.2503389
CCCM-2023-SO220116-0224,Banadir,Mogadishu Dayniile,Fatxul Qariib - Almuciin,2.0766234,45.2532143
CCCM-2023-SO220116-0225,Banadir,Mogadishu Dayniile,Fatxul Qariib - Dalandoole,2.0765322,45.2536057
CCCM-2023-SO220116-0226,Banadir,Mogadishu Dayniile,Fatxul Qariib - Fatxul Qariib,2.0764174,45.2530632
CCCM-2023-SO220116-0227,Banadir,Mogadishu Dayniile,Fatxul Qariib - Saacid,2.0762041,45.2534966
CCCM-2023-SO220116-0152,Banadir,Mogadishu Dayniile,Fiidow,2.0710674,45.2416073
CCCM-2023-SO220116-0678,Banadir,Mogadishu Dayniile,Fitaxu-Diin,2.073129,45.286885
CCCM-2023-SO220116-0038,Banadir,Mogadishu Dayniile,Fiyuuman - Burjiiqo,2.076206,45.2284098
CCCM-2023-SO220116-0679,Banadir,Mogadishu Dayniile,Food-Cade,2.076184,45.287144
CCCM-2023-SO220116-0229,Banadir,Mogadishu Dayniile,Gacan Qabad - Bandar Qaali,2.0759603,45.2517429
CCCM-2023-SO220116-0230,Banadir,Mogadishu Dayniile,Gacan Qabad - Cigo,2.0763084,45.2522552
CCCM-2023-SO220116-0231,Banadir,Mogadishu Dayniile,Gacan Qabad - Dhimris,2.0764456,45.2526286
CCCM-2023-SO220116-0232,Banadir,Mogadishu Dayniile,Gacan Qabad - Dig Barwaaqo,2.0714078,45.2510493
CCCM-2023-SO220116-0233,Banadir,Mogadishu Dayniile,Gacan Qabad - Filibiin,2.0765993,45.2527594
CCCM-2023-SO220116-0959,Banadir,Mogadishu Dayniile,Galbeed - Jariirow,2.084103,45.273132
CCCM-2023-SO220116-0620,Banadir,Mogadishu Dayniile,Galbeed - Rumaan,2.082723,45.273453
CCCM-2023-SO220116-0960,Banadir,Mogadishu Dayniile,Galbeed - Unkur,2.083794,45.27342
CCCM-2023-SO220116-0850,Banadir,Mogadishu Dayniile,Galcad - Bakaal,2.09387,45.291865
CCCM-2023-SO220116-0851,Banadir,Mogadishu Dayniile,Galcad - Doodaale,2.093753,45.291608
CCCM-2023-SO220116-0852,Banadir,Mogadishu Dayniile,Galcad - Nasiir,2.096491,45.292106
CCCM-2023-SO220116-0853,Banadir,Mogadishu Dayniile,Galcad - Owdhiigle,2.096754,45.291606
CCCM-2023-SO220116-0854,Banadir,Mogadishu Dayniile,Galcad - Wanlaweyn,2.096541,45.292191
CCCM-2023-SO220116-0234,Banadir,Mogadishu Dayniile,Galcat - Galcat 2,2.0761251,45.2526861
CCCM-2023-SO220116-0040,Banadir,Mogadishu Dayniile,Galeey Gaduudey - Galeey Gaduudey,2.0766631,45.22703
CCCM-2023-SO220116-0961,Banadir,Mogadishu Dayniile,Gamadiid - Dala Rabi,2.081493,45.276578
CCCM-2023-SO220116-0962,Banadir,Mogadishu Dayniile,Gamadiid - Macruuf,2.081493,45.276578
CCCM-2023-SO220116-0931,Banadir,Mogadishu Dayniile,Gambole - Dahable,2.087601,45.284451
CCCM-2023-SO220116-0236,Banadir,Mogadishu Dayniile,Garas Jeereed - Liibaanta Shabeele,2.0746443,45.2534511
CCCM-2023-SO220116-0237,Banadir,Mogadishu Dayniile,Gariyaale - Budbud Tifow,2.0717825,45.2498401
CCCM-2023-SO220116-0153,Banadir,Mogadishu Dayniile,Geedlaay - Busto Dhaay,2.0710173,45.2349764
CCCM-2023-SO220116-0154,Banadir,Mogadishu Dayniile,Geedlaay - Buuxaawe,2.0712983,45.2355433
CCCM-2023-SO220116-0155,Banadir,Mogadishu Dayniile,Geedlaay - Gaal Dheere,2.0713367,45.23525
CCCM-2023-SO220116-0156,Banadir,Mogadishu Dayniile,Geedlaay - Gurdaaley,2.0708608,45.2353763
CCCM-2023-SO220116-0855,Banadir,Mogadishu Dayniile,Geele Gaab - Al Wakiil 1,2.09009,45.291393
CCCM-2023-SO220116-0856,Banadir,Mogadishu Dayniile,Geele Gaab - Berri Barwaaqo,2.09009,45.291393
CCCM-2023-SO220116-0240,Banadir,Mogadishu Dayniile,Golwayn - Sharma Qabe,2.0787417,45.2544482
CCCM-2023-SO220116-0241,Banadir,Mogadishu Dayniile,Golween - Golween,2.0772437,45.2529406
CCCM-2023-SO220116-0621,Banadir,Mogadishu Dayniile,Golweyn - Binti,2.09009,45.273363
CCCM-2023-SO220116-0622,Banadir,Mogadishu Dayniile,Golweyn - Ceel Axmed,2.09009,45.273363
CCCM-2023-SO220116-0623,Banadir,Mogadishu Dayniile,Golweyn - Golweyn2,2.09009,45.273363
CCCM-2023-SO220116-0624,Banadir,Mogadishu Dayniile,Golweyn - Maalin,2.09009,45.273363
CCCM-2023-SO220116-1087,Banadir,Mogadishu Dayniile,Goobale - Ahlu Kheyr,2.100393,45.290303
CCCM-2023-SO220116-1088,Banadir,Mogadishu Dayniile,Goobale - Bilic Kuus,2.100504,45.290423
CCCM-2023-SO220116-1089,Banadir,Mogadishu Dayniile,Goobale - Maaykoreebi,2.100109,45.290378
CCCM-2023-SO220116-0399,Banadir,Mogadishu Dayniile,Gorgor - Baftaale,2.0862775,45.2550592
CCCM-2023-SO220116-0400,Banadir,Mogadishu Dayniile,Gorgor - Gurmad,2.0861215,45.2556012
CCCM-2023-SO220116-0402,Banadir,Mogadishu Dayniile,Gorgor - Nasrullah,2.0861429,45.2558104
CCCM-2023-SO220116-0403,Banadir,Mogadishu Dayniile,Gorgor - Seylac,2.0859025,45.2561388
CCCM-2023-SO220116-0790,Banadir,Mogadishu Dayniile,Gorsoon - Kaamka Israac,2.061453,45.280392
CCCM-2023-SO220116-0404,Banadir,Mogadishu Dayniile,Gumeysidiid - Baahile,2.0884962,45.2550825
CCCM-2023-SO220116-0405,Banadir,Mogadishu Dayniile,Gumeysidiid - Buulo Jadiid,2.0882158,45.254448
CCCM-2023-SO220116-0407,Banadir,Mogadishu Dayniile,Gumeysidiid - Maido,2.0893409,45.2541354
CCCM-2023-SO220116-0041,Banadir,Mogadishu Dayniile,Gurmad - Gurmad,2.0752933,45.2301638
CCCM-2023-SO220116-0042,Banadir,Mogadishu Dayniile,Gurmad - Kamaal Alle,2.0754502,45.230333
CCCM-2023-SO220116-0045,Banadir,Mogadishu Dayniile,Gurmad 2 - Eyle,2.0727542,45.2312996
CCCM-2023-SO220116-0047,Banadir,Mogadishu Dayniile,Gurmad 2 - Muno,2.0728724,45.2333334
CCCM-2023-SO220116-0049,Banadir,Mogadishu Dayniile,Gurmad 2 - Siyaad,2.0726969,45.23349
CCCM-2023-SO220116-0483,Banadir,Mogadishu Dayniile,Gurmad Suge - Maalin,2.0705268,45.2552016
CCCM-2023-SO220116-0964,Banadir,Mogadishu Dayniile,Guryosamo - Mansoor,2.097471,45.276274
CCCM-2023-SO220116-1021,Banadir,Mogadishu Dayniile,Guryosamo - Saaxil,2.090681,45.283502
CCCM-2023-SO220116-1022,Banadir,Mogadishu Dayniile,Guryosamo - Shaikh Madar,2.091963,45.28362
CCCM-2023-SO220116-1023,Banadir,Mogadishu Dayniile,Guryosamo - Waheen,2.09059,45.28389
CCCM-2023-SO220116-1024,Banadir,Mogadishu Dayniile,Guryosamo - Wajaale,2.091318,45.283121
CCCM-2023-SO220116-0682,Banadir,Mogadishu Dayniile,Guudle - Buulo Aluundi,2.072072,45.290875
CCCM-2023-SO220116-0932,Banadir,Mogadishu Dayniile,Guutaale,2.0851132,45.2880248
CCCM-2023-SO220116-0549,Banadir,Mogadishu Dayniile,Hadii Layaabo Yasiinka - Kheyre,2.076546,45.267192
CCCM-2023-SO220116-0486,Banadir,Mogadishu Dayniile,Hadii Layaabo Yasiinka - Yaanyo,2.07634,45.266696
CCCM-2023-SO220116-0933,Banadir,Mogadishu Dayniile,Hagardiid - Biixi,2.0931762,45.2879363
CCCM-2023-SO220116-0934,Banadir,Mogadishu Dayniile,Hagardiid - Ganaane,2.09349,45.2881951
CCCM-2023-SO220116-1025,Banadir,Mogadishu Dayniile,Hagardiid - Macaawiye,2.0943351,45.2873852
CCCM-2023-SO220116-1027,Banadir,Mogadishu Dayniile,Hanti Wanaag - Bula 1,2.099792,45.283547
CCCM-2023-SO220116-1028,Banadir,Mogadishu Dayniile,Happy - Marwaas,2.09602,45.281026
CCCM-2023-SO220116-0935,Banadir,Mogadishu Dayniile,Hiinda Cadey,2.090963,45.285835
CCCM-2023-SO220116-0158,Banadir,Mogadishu Dayniile,Hilaac Wanaag - Doonburala,2.0724737,45.2390085
CCCM-2023-SO220116-0159,Banadir,Mogadishu Dayniile,Hilaac Wanaag - Galween Libson,2.0722932,45.2385649
CCCM-2023-SO220116-0160,Banadir,Mogadishu Dayniile,Hilaac Wanaag - Ray Dabley,2.0735562,45.237968
CCCM-2023-SO220116-1093,Banadir,Mogadishu Dayniile,Hilaac Wanag - Dhafaad,2.096843,45.289662
CCCM-2023-SO220116-0683,Banadir,Mogadishu Dayniile,Hilac - Nafiso,2.0715592,45.2796297
CCCM-2023-SO220116-0684,Banadir,Mogadishu Dayniile,Hilac - Sabirin,2.0715428,45.2796461
CCCM-2023-SO220116-0685,Banadir,Mogadishu Dayniile,Hiran Bile,2.074333,45.275107
CCCM-2023-SO220116-0408,Banadir,Mogadishu Dayniile,Hirdoogle - Baladul Rahma,2.087431,45.2519135
CCCM-2023-SO220116-0409,Banadir,Mogadishu Dayniile,Hirdoogle - Diyaarsan,2.0914029,45.253502
CCCM-2023-SO220116-0410,Banadir,Mogadishu Dayniile,Hirdoogle - Ladan,2.0878398,45.252036
CCCM-2023-SO220116-0411,Banadir,Mogadishu Dayniile,Hirdoogle - Mahadaay,2.0878401,45.2516721
CCCM-2023-SO220116-0412,Banadir,Mogadishu Dayniile,Hirdoogle - Uraan Urow,2.0917617,45.2533888
CCCM-2023-SO220116-0686,Banadir,Mogadishu Dayniile,Hodo Iyo Nasib - Nasiib,2.07049,45.281099
CCCM-2023-SO220116-0858,Banadir,Mogadishu Dayniile,Hogol 1 - Geele,2.095488,45.289224
CCCM-2023-SO220116-0859,Banadir,Mogadishu Dayniile,Hogol 2 - Deeq Rabi,2.095486,45.289185
CCCM-2023-SO220116-0626,Banadir,Mogadishu Dayniile,Holweyn - Naxariis,2.09009,45.273363
CCCM-2023-SO220116-0687,Banadir,Mogadishu Dayniile,Horset - Horset,2.0773697,45.2842828
CCCM-2023-SO220116-0965,Banadir,Mogadishu Dayniile,Hufane - Duuraay,2.097514,45.280615
CCCM-2023-SO220116-0050,Banadir,Mogadishu Dayniile,Hurmo Ii Halal - Adan Yabal,2.0719495,45.2299862
CCCM-2023-SO220116-0051,Banadir,Mogadishu Dayniile,Hurmo Ii Halal - Damas,2.071945,45.2300031
CCCM-2023-SO220116-0052,Banadir,Mogadishu Dayniile,Hurmo Ii Halal - Marwo,2.071892,45.2299758
CCCM-2023-SO220116-0054,Banadir,Mogadishu Dayniile,Hurmo Ii Halal - Rihan,2.0719155,45.2300105
CCCM-2023-SO220116-0161,Banadir,Mogadishu Dayniile,Iiman Suge,2.071286,45.2321651
CCCM-2023-SO220116-0551,Banadir,Mogadishu Dayniile,Iimey - Iimey,2.07373,45.266648
CCCM-2023-SO220116-0162,Banadir,Mogadishu Dayniile,Imaan - Habaabshe,2.0724298,45.2416145
CCCM-2023-SO220116-0163,Banadir,Mogadishu Dayniile,Imaan - Hamamagoy,2.072087,45.2423829
CCCM-2023-SO220116-0164,Banadir,Mogadishu Dayniile,Imaan - Hassan Nuur,2.0719987,45.241596
CCCM-2023-SO220116-0166,Banadir,Mogadishu Dayniile,Imaan - Manamufo,2.0716723,45.2420776
CCCM-2023-SO220116-0552,Banadir,Mogadishu Dayniile,Irzaaq Suge - Qali,2.064564,45.264805
CCCM-2023-SO220116-0966,Banadir,Mogadishu Dayniile,Isbahaysi Walaalaha - Darbaal,2.0862467,45.2777269
CCCM-2023-SO220116-0967,Banadir,Mogadishu Dayniile,Isbahaysi Walaalaha - Garoor,2.0862578,45.2778032
CCCM-2023-SO220116-0968,Banadir,Mogadishu Dayniile,Isbahaysi Walaalaha - Shantageed,2.0861306,45.2778701
CCCM-2023-SO220116-0970,Banadir,Mogadishu Dayniile,Isbishal - Abeesale,2.081571,45.276915
CCCM-2023-SO220116-0971,Banadir,Mogadishu Dayniile,Isbishal - Cel Lahele,2.082446,45.277319
CCCM-2023-SO220116-0413,Banadir,Mogadishu Dayniile,Iskaashi - Baahiil,2.0889018,45.2548971
CCCM-2023-SO220116-0415,Banadir,Mogadishu Dayniile,Iskaashi - Ceeb Kasaliim,2.0889019,45.2548957
CCCM-2023-SO220116-0416,Banadir,Mogadishu Dayniile,Iskaashi - Dalxiis,2.08937,45.2545265
CCCM-2023-SO220116-0688,Banadir,Mogadishu Dayniile,Iskaashi - Dumaye,2.06774,45.277836
CCCM-2023-SO220116-0417,Banadir,Mogadishu Dayniile,Iskaashi - Idin Alle,2.0893865,45.2545308
CCCM-2023-SO220116-0418,Banadir,Mogadishu Dayniile,Iskaashi - Yaaq,2.0893896,45.2545343
CCCM-2023-SO220116-0791,Banadir,Mogadishu Dayniile,Iskashi2 - Ahmed Gurey,2.0669042,45.277246
CCCM-2023-SO220116-0691,Banadir,Mogadishu Dayniile,Ismahurto - Higsi,2.0749695,45.282358
CCCM-2023-SO220116-0692,Banadir,Mogadishu Dayniile,Ismahurto - Hiigsi,2.0749635,45.2824608
CCCM-2023-SO220116-0244,Banadir,Mogadishu Dayniile,Istanbul - Bud Bud,2.0717994,45.2514266
CCCM-2023-SO220116-1029,Banadir,Mogadishu Dayniile,Iswafiiq - Jabi,2.0996708,45.2866286
CCCM-2023-SO220116-1030,Banadir,Mogadishu Dayniile,Jabuuti - Misro,2.0917493,45.2857529
CCCM-2023-SO220116-0974,Banadir,Mogadishu Dayniile,Jameco Jiliyaale - Nabadon,2.084045,45.279977
CCCM-2023-SO220116-0975,Banadir,Mogadishu Dayniile,Jameeca Dhenta - Yaaqsoormaat,2.097471,45.276274
CCCM-2023-SO220116-0976,Banadir,Mogadishu Dayniile,Jameeco Dheer - Tiyeed Muuse,2.096706,45.280064
CCCM-2023-SO220116-1031,Banadir,Mogadishu Dayniile,Janaale - Garas Raadiye,2.097275,45.286027
CCCM-2023-SO220116-1032,Banadir,Mogadishu Dayniile,Janaale - Ula Jarad,2.0948976,45.2844711
CCCM-2023-SO220116-1094,Banadir,Mogadishu Dayniile,Janaay - Kuuma Xumaato,2.098978,45.2932054
CCCM-2023-SO220116-0860,Banadir,Mogadishu Dayniile,Jano,2.084517,45.294654
CCCM-2023-SO220116-1095,Banadir,Mogadishu Dayniile,Jargon Center - Biroole,2.1016047,45.2896046
CCCM-2023-SO220116-1096,Banadir,Mogadishu Dayniile,Jargon Center - Maqaam,2.1020582,45.2909423
CCCM-2023-SO220116-0245,Banadir,Mogadishu Dayniile,Jawaari - Liibaanta Shabeele,2.0758131,45.2547681
CCCM-2023-SO220116-0167,Banadir,Mogadishu Dayniile,Jeejey,2.0712853,45.2417422
CCCM-2023-SO220116-0936,Banadir,Mogadishu Dayniile,Jilecle - Jilicle,2.079923,45.28512
CCCM-2023-SO220116-0487,Banadir,Mogadishu Dayniile,Jilib Iyo Jamaame - Sarsuur Alle,2.072844,45.26206
CCCM-2023-SO220116-0488,Banadir,Mogadishu Dayniile,Jilib Iyo Jamaame - Towxiid,2.072583,45.261932
CCCM-2023-SO220116-0861,Banadir,Mogadishu Dayniile,Jowhar - Boos-Hareeri,2.08488,45.294825
CCCM-2023-SO220116-0489,Banadir,Mogadishu Dayniile,Judullahi - Farshaxan,2.075465,45.265273
CCCM-2023-SO220116-0629,Banadir,Mogadishu Dayniile,Jundillahi - Jilal Mooge,2.075968,45.271542
CCCM-2023-SO220116-0630,Banadir,Mogadishu Dayniile,Jundillahi - Nasteexo,2.076523,45.270778
CCCM-2023-SO220116-0631,Banadir,Mogadishu Dayniile,Jundillahi - Nus Dunya,2.077683,45.270423
CCCM-2023-SO220116-0251,Banadir,Mogadishu Dayniile,Kaafi Center - Gawaanka,2.0739796,45.24947
CCCM-2023-SO220116-0252,Banadir,Mogadishu Dayniile,Kaafi Center - Gawanka,2.0739922,45.2493738
CCCM-2023-SO220116-0253,Banadir,Mogadishu Dayniile,Kaafi Center - Huriyo,2.0736211,45.2500039
CCCM-2023-SO220116-0254,Banadir,Mogadishu Dayniile,Kaafi Center - Kaafi,2.0734751,45.2502874
CCCM-2023-SO220116-0255,Banadir,Mogadishu Dayniile,Kaafi Center - Kheire,2.0737509,45.2507226
CCCM-2023-SO220116-0256,Banadir,Mogadishu Dayniile,Kaafi Center - Kheyre,2.0737658,45.2506737
CCCM-2023-SO220116-0260,Banadir,Mogadishu Dayniile,Kaamil - Caawiye1,2.078634,45.2538278
CCCM-2023-SO220116-0261,Banadir,Mogadishu Dayniile,Kaamil - Cawiye 2,2.078356,45.2554298
CCCM-2023-SO220116-0792,Banadir,Mogadishu Dayniile,Kaarson - Burdaar,2.06177,45.280443
CCCM-2023-SO220116-0793,Banadir,Mogadishu Dayniile,Kaarson - Saabarin,2.06145,45.280297
CCCM-2023-SO220116-0262,Banadir,Mogadishu Dayniile,Kalamashoorto - Ciiltire,2.0800924,45.2550595
CCCM-2023-SO220116-0263,Banadir,Mogadishu Dayniile,Kalamashoorto - Ciitire,2.0800798,45.2551316
CCCM-2023-SO220116-0264,Banadir,Mogadishu Dayniile,Kalamashoorto - Dacad,2.0782836,45.252669
CCCM-2023-SO220116-0265,Banadir,Mogadishu Dayniile,Kalamashoorto - Dacat,2.0781962,45.2527194
CCCM-2023-SO220116-0266,Banadir,Mogadishu Dayniile,Kalamashoorto - Danyar,2.0779362,45.2542901
CCCM-2023-SO220116-0271,Banadir,Mogadishu Dayniile,Kalamashoorto - Macquul,2.077835,45.2544131
CCCM-2023-SO220116-0272,Banadir,Mogadishu Dayniile,Kalamashoorto - Maquul,2.0777286,45.2545588
CCCM-2023-SO220116-0274,Banadir,Mogadishu Dayniile,Kalamashoorto - Taqwfiiq,2.0799072,45.2537773
CCCM-2023-SO220116-0275,Banadir,Mogadishu Dayniile,Kalamashoorto - Towfiq,2.080043,45.2550944
CCCM-2023-SO220116-0276,Banadir,Mogadishu Dayniile,Kalamashoorto - Walaalh,2.0802122,45.253895
CCCM-2023-SO220116-0277,Banadir,Mogadishu Dayniile,Kalamashoorto - Walalaha,2.080196,45.2539486
CCCM-2023-SO220116-0553,Banadir,Mogadishu Dayniile,Kalsoon - Shaq-Shaqle,2.075956,45.267505
CCCM-2023-SO220116-0554,Banadir,Mogadishu Dayniile,Kalsoon - Warandiid,2.075774,45.267686
CCCM-2023-SO220116-0555,Banadir,Mogadishu Dayniile,Kalsoon - Wayeel-Dhowr,2.075956,45.267505
CCCM-2023-SO220116-0556,Banadir,Mogadishu Dayniile,Kalsoon - Yabis-Diid,2.075956,45.267505
CCCM-2023-SO220116-0420,Banadir,Mogadishu Dayniile,Khadhiib - Ceel Dheer,2.0901889,45.2513173
CCCM-2023-SO220116-0695,Banadir,Mogadishu Dayniile,Kherdoon - Ceel Been,2.0744264,45.2815487
